DwName,VizPic,Link,WeekNumber,RealName
sezbee,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/1/1efca5633927c5d998ac6ff3e58eff8ebaafa7f7.jpg,https://public.tableau.com/profile/sarah.burnett#!/vizhome/WinterOlympicsMedalTable/MedalTable?publish=yes,7,Sarah Burnett
dreamsofdata,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/5/51b309ece2740d5d2c5b24911c6b3c0d88928771.jpg,https://data.world/mikevizneros,7,Alicia Bembenek
monikapreethi,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/d/d5d9be7abd1df8c51cecb7084ce079f43c7a648e.png,https://us-west-2b.online.tableau.com/t/monikapreethiravi/views/WinterOlympicsAnalysis/Dashboard1?iframeSizedToWindow=true&:embed=y&:showAppBanner=false&:display_count=no&:showVizHome=no,7,Monikapreethi Ravi
alexroth,https://twitter.com/a13xmr/status/964568198430494720,https://public.tableau.com/profile/alexroth#!/vizhome/HistoryofDisciplinesoftheWinterOlympics/DisciplinesoftheWinterOlympics,7,Alex Roth
mikevizneros,https://pbs.twimg.com/media/DWMC3pzW0AM9jPJ.jpg:large,http://tabsoft.co/2EIss67,7,Michael Cisneros
mlahoya,https://www.filepicker.io/api/file/fgFX126Rve20D5cvS06A,https://public.tableau.com/views/MOMW7-18/Dashboard1?:embed=y&:display_count=yes&publish=yes,7,Marta Lahoya
jentu,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/5/5e3bdb9c345ad0098f820d359fa7068d9ba906ed.png,https://public.tableau.com/views/Olympics1968-2014/Dashboard1?:embed=y&:display_count=yes&publish=yes,7,Jennifer
vizwiz,,https://data.world/monikapreethi,7,Andy Kriebel
monikapreethi,,https://data.world/vizwiz,7,Monikapreethi Ravi
ammy,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/a/a09795756037a9773c6387a7ccf6ef4d9001b701.png,,7,Amanda Philip Lopez
soarryan,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/2/294f3485d8da298ce04c5dae3c80e6f33d18cf43.png,https://public.tableau.com/profile/ryan5876#!/vizhome/CanadaattheWinterOlympics/CanadaWinterOlympics,7,Ryan Soares
vizwiz,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/b/bdbe3daaac7d4e544c5677c8779cc4d12df6c401.png,https://public.tableau.com/views/DrugMedicineExports/MM82018?:embed=y&:display_count=yes&publish=yes&:showVizHome=no,8,Andy Kriebel
dilyana,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/1/113b9b3c6fb07be1c8ad1ca1a9a75a328f15ea6b.png,http://tabsoft.co/2BDzYxa,8,Dilyana Suleymanova
hoskerdu,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/4/44b71d062307bd7df8acd4d21a5f001300855937.jpg,https://data.world/theneilrichards,8,David Hoskins
charliehtableau,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/c/c9dcaa3e486c5fa2a6804026800ce9372984ced2.jpg,https://public.tableau.com/profile/charlie.hutcheson#!/vizhome/MMSizedCircles/Dashboard1?publish=yes,8,Charlie Hutcheson
ali-motion,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/a/af4a3da0dc9ad5c331709a3d2d1214775fe685e0.png,https://public.tableau.com/profile/ali.motion#!/vizhome/Europeancountriesleadglobalmedicineexports/MedicineExports2016?,8,Ali Motion
leecarter,https://pbs.twimg.com/media/DWVwelpX4AAmbAE.jpg:large,https://goo.gl/g3Rt98,8,Lee Carter
vizwiz,,https://data.world/charliehtableau,8,Andy Kriebel
charliehtableau,,https://data.world/vizwiz,8,Charlie Hutcheson
sarahlovesdata,https://pbs.twimg.com/media/DWV8Qk-WAAAFSyM.jpg,http://bit.ly/MM2018Week8,8,Sarah Bartlett
vizwiz,,https://data.world/charliehtableau,8,Andy Kriebel
vizwiz,,https://data.world/sarahlovesdata,8,Andy Kriebel
vizwiz,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/e/edbab0fbb2a13e76b34bebe2293c5ca61dbc31b6.png,https://data.world/sarahlovesdata,8,Andy Kriebel
simonbeaumont04,,https://public.tableau.com/profile/simon.beaumont#!/vizhome/MakeoverMonday-2018Week8Wheredoesyourmedicinecomefrom/MakeoverMonday-2018Week8Wheredoesyourmedicinecomefrom,8,Simon Beaumont
s-miller,https://pbs.twimg.com/media/DWWJpZTWAAc_ypi.jpg:large,https://datastudio.google.com/open/1ueIidB0134aQlS0V79hq-FtUsGshKkvk,8,Sian Miller
surajshah,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/7/70f0765a6663a706b6fe281a580707a0b585f254.jpg,https://public.tableau.com/views/MakeoverMonday2018W08DrugMedicineExports/Dashboard1?:embed=y&:display_count=yes&publish=yes,8,Suraj Shah
sarahlovesdata,https://pbs.twimg.com/media/DWWWqUEW0AUf0VV.jpg,http://tabsoft.co/2Gpzbz5,8,Sarah Bartlett
wellsanalytics,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/0/0708f3cc0f974302c4cde568f9753c7874494464.png,https://public.tableau.com/views/MakeoverMonday-2018W8Wheredoesyourmedicinecomefrom/Dashboard1?:embed=y&:display_count=yes&publish=yes,8,Daniel Wells
edgarvaldez,https://pbs.twimg.com/media/DWWj-qhU0AAuuaJ.jpg:large,https://goo.gl/2R6vtM,8,Edgar Valdez
paulmorgan,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/a/aa30016f92bed7676b34cfb6a11a8f124e1354c0.png,https://data.world/vizwiz,8,Paul Morgan
adolfohc,https://pbs.twimg.com/media/DWW6ne1VAAA797P.jpg:large,https://goo.gl/RT4H1g,8,Adolfo Hdez
vizwiz,,https://data.world/wellsanalytics,8,Andy Kriebel
wfay,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/2/27835b58f713bb61bafa3d7f7a880bb26114c67f.png,https://public.tableau.com/profile/wenifer#!/vizhome/MM2018-W8WheredoyourMedscomefrom/MedicineExports,8,Wenifer Fay
ivseow,https://pbs.twimg.com/media/DWYB4MUVQAArLEH.jpg:large,https://olympics.yellowfin.bi/yellowfin/RunReport.i4?reportUUID=9a4e8e03-0c0d-418f-a33a-b684a85afce0&primaryOrg=1&clientOrg=1&filterUUID31499514-14a1-4468-908c-482581bbda47=Germany,8,Ivan Seow
susanjg1,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/5/5fad7991e0a1de7ebc7319322c40df50d948800c.jpg,https://public.tableau.com/profile/susan.glass5813#!/vizhome/MedicineExportsbyCountry/DrugsandMedicineExports?publish=yes,8,Susan Glass
takachat,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/2/2c7402cd47b8e7acc9ba34ca6ac62eb4a5651e6c.jpg,https://public.tableau.com/profile/takaaki.koseki#!/vizhome/MakeoverMonday2018/Week8,8,takachat
adriana-7891,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/2/2a61e293902dfac63da4d6626a4636cae7da15bb.jpg,https://data.world/vizwiz,8,Adriana Martinez
md9845,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/9/9e1c57beef6f5d5ad2e0c148c6b786c29256089b.jpg,https://goo.gl/9DiV4o,8,Michael DiPalma
surajshah,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/5/51ba146d0118943c44a010ce885adafd67357e93.jpg,https://public.tableau.com/views/MakeoverMonday2018W08DrugMedicineExports/Dashboard2?:embed=y&:display_count=yes&publish=yes,8,Suraj Shah
sushmita89,https://pbs.twimg.com/media/DWYicUhXUAAz4kn.jpg:large,https://public.tableau.com/views/WorldPharmaExportAnalysis/WorldPharmaExportAnalysis2013-2016?:embed=y&:display_count=yes&publish=yes,8,Sushmita
nilsm,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/6/625803cf992c764c4ab700839c0bad5ca1c80f34.png,https://public.tableau.com/views/MMCW8/MM8Dash?:embed=y&:display_count=yes&publish=yes,8,Nils Macher
tushar-more,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/d/d9061f3586936ba97992fe3c4659254ecbe80fec.png,https://public.tableau.com/profile/tushar.more#!/vizhome/DrugandMedicineExports/DrugandMedicineExports,8,Tushar More
danifornication,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/4/4cb0fd9ab51a203572f44f10dc2c6cb229979650.jpg,https://public.tableau.com/views/MedicineandDrugExports-FiveCountriesSupplyHalftheWorld/Bars,8,Daniel Caroli
tompilgrem,https://pbs.twimg.com/media/DWagEQhX0AUuaxo.jpg:large,http://tabsoft.co/2EQ3v8F,8,Tom Pilgrem
ollieclarke,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/f/f351a6edde63705e5a1a3ef9715ddfd816f1a5f5.png,https://public.tableau.com/views/TopDrugExporters/DrugExporters?:embed=y&:display_count=yes&publish=yes,8,Ollie Clarke
markbradbourne,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/f/fabc8df4ed962c87a25b8e7c0f13718a413df5f8.jpg,https://goo.gl/a98bCy,8,Mark Bradbourne
rodyzakovich,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/d/d8b06b40440c5ec86df8497c4cfb96c39e5664fb.png,https://public.tableau.com/views/GermanyTopsGlobalDrugandMedicineExportsin2016_/GermanyTopsGlobalDrugandMedicineExportsin2016_?:embed=y&:display_count=yes&publish=yes,8,Rody Zakovich
kevviz,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/0/0ce8e68a15be117eac92be895e1564afa020e636.png,https://public.tableau.com/views/MakeoverMondayWeek82018-MedicineExportsareruledbyEurope/MedicineExportsareruledbyEurope?:embed=y&:display_count=yes&publish=yes,8,Kevin Kretzmer
peterempey,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/8/85333632704e016b2768dbfe98abfc1fb0fa6595.png,https://public.tableau.com/profile/peter.empey#!/vizhome/week8WhereDoesYourMedicineComeFrom/MedicineMoney,8,Peter Empey
profdrkschulte,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/5/575cc06e8cdebc0a64fcf7d877f512b5df67a587.jpg,https://t.co/3pX4x17Yk6,8,Klaus Schulte
cbianchi,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/d/dbdfa9f1daaef2ad82cd64b543062cec86254c08.jpg,https://public.tableau.com/views/Exports_15/Exports?:embed=y&:display_count=yes&publish=yes,8,Christine Bianchi
staticum,https://pbs.twimg.com/media/DWcYxuBWAAIGMN4.jpg:large,https://public.tableau.com/views/SouthAmericanmedicineexports/Dashboard1?:embed=y&:display_count=yes&publish=yes,8,Sebastian
nicdataviz,https://pbs.twimg.com/media/DWcoutFU8AEXY8Y.jpg:large,https://public.tableau.com/views/MoM_Week2/Dashboard1?:embed=y&:useGuest=true&:display_count=yes,8,Nichole
alicehyen,,https://public.tableau.com/profile/alice.yen#!/vizhome/MakeoverMonday-DrugandMedicineExports/Dashboard1,8,Alice Yen
annjackson,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/a/aca7437c4bfccd9e82db453563e04b5c64ea692a.gif,http://tabsoft.co/2ECJM9e,8,Ann Jackson
emma-yf,https://pbs.twimg.com/media/DWc9GzjUQAAMWXC.jpg:large,https://bit.ly/2EESuUz,8,Emma Urli
joshua-hilbert,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/4/414730ea1fbe6d519f1dc6b8e52e07ecec6764a0.png,https://public.tableau.com/profile/joshua.hilbert#!/vizhome/MM2018-8DrugandMedicineExportsoftheWorld/Dashboard1,8,Joshua Hilbert
sfmesh,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/3/3e8e9f9dc67a8cc79418084db36369cd53478861.jpg,https://public.tableau.com/profile/animesh.pant#!/vizhome/DrugandMedicineExports_0/Dashboard1?publish=yes,8,Animesh Pant
datavizabby,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/b/b98d168eda8e050ea52376f34336e78069f3c58e.jpg,https://public.tableau.com/profile/abby.o#!/vizhome/MMWeek8-WheredoesyourMedicineComeFrom/Dashboard1?publish=yes,8,Abby O
umarhassan,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/9/962b4adbad3e57cc09ea85aec1440e67317a38ea.png,https://public.tableau.com/profile/umar.hassan#!/vizhome/MM2018-Week8-Wheredoesyourmedicinecomefrom/MM2018-Week8-DrugsandMedicineExports,8,Umar Hassan
evamurray,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/4/4dfa872c1951201be26ef8485116e5b9b0c60128.jpg,https://public.tableau.com/views/Pharmaceuticalexports/Dashboard1?:embed=y&:display_count=yes,8,Eva Murray
docinsight,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/9/90cf81e93822004f10de04031e13270e2ea1aa2b.png,https://public.tableau.com/profile/docinsight#!/vizhome/MMWK8Medicineexports/Dashboard2,8,David O Cinneide
jenningp,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/d/d2c9010e2f7811c1d25d57707c0f4d9b103bab6e.png,http://tabsoft.co/2C7qWcA,8,Paula Jennings
bastien21,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/c/c258488b114faf790a66a7bde3f5ce3c98f7211d.png,https://public.tableau.com/profile/bastien.sellah#!/vizhome/WHEREDOESYOURMEDICINECOMEFROM-MakeOverMonday2018W8/WHEREDOESYOURMEDICINECOMEFROM,8,bastien sellah
saritarana,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/c/c5d5f0ac1ee822809003180ec0cac55d24b30396.png,https://public.tableau.com/profile/sarita7931#!/vizhome/MomFeb19/Dashboard1?publish=yes,8,sarita rana
yanningwang,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/c/cb7347966d0d32052125d198eeb102af6f782af1.jpg,https://public.tableau.com/views/MM2018Week8/YW?:embed=y&:display_count=yes&publish=yes,8,Yanning Wang
regiso,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/8/8083e3f7a63f4f573e76c42869de2239721943bf.jpg,http://trademap.org/,8,Regis Maria O'Connor
liyangw,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/2/2d4ac68885a3b7aef728631fea8ca79f3dfdc824.jpg,https://data.world/markbradbourne,8,Liyang Wang
rgauna,https://pbs.twimg.com/media/DWhMEzzU8AA6xO0.jpg:large,https://public.tableau.com/profile/rgauna#!/vizhome/DrugsMedicineareBigBusiness/D_Medicine,8,Rosario Gauna
flerlagekr,https://pbs.twimg.com/media/DWhdM-nXkAAiZ5G.jpg:large,https://public.tableau.com/views/MakeoverMondayDrugMedicineExports/Dashboard?:embed=y&:display_count=no&publish=yes&:showVizHome=no#11,8,Ken Flerlage
tarun-rodrigues,https://pbs.twimg.com/media/DWhkqqGVwAENm7w.jpg:large,https://twitter.com/tarunrodrigues/status/966132832430055424,8,Tarun Rodrigues
sezbee,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/9/9fae435973374e037ead8bb558d284288477bd48.jpg,https://public.tableau.com/profile/sarah.burnett#!/vizhome/Top3medicinedrugexportcountries/Top3Exporters?publish=yes,8,Sarah Burnett
datawoj,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/b/b57b189edf4e06904f661e70857929685689aa57.jpg,https://goo.gl/gmGPV1,8,Colin Wojtowycz
simonbeaumont04,,https://public.tableau.com/profile/simon.beaumont#!/vizhome/MakeoverMonday-2018Week8WheredoesyourmedicinecomefromKeepingyouintheloop/MakeoverMonday-2018Week8WheredoesyourmedicinecomefromKeepingyouintheloop,8,Simon Beaumont
pouxol,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/7/74c548e6fe08910dfe6337962a2c3e0a23638bc9.png,https://public.tableau.com/views/Buch1_264/DrugandMedicineExports?:embed=y&:display_count=yes&publish=yes&:toolbar=no,8,Pouya Kholdi Rezaie
mlahoya,https://pbs.twimg.com/media/DWk9lhuXcAAyh8v.jpg,https://public.tableau.com/views/MOMW8-18/Dashboard1?:embed=y&:display_count=yes&publish=yes,8,Marta Lahoya
hqlytics,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/2/28209703a6c451e5be76d3540ad16a2be24cd92c.png,https://public.tableau.com/profile/kurt.huang#!/vizhome/EuropesDominanceinDrugsandMedicinesExportsMakeOverMonday/Dashboard,8,Heqing Huang
pamelagermain,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/f/f4304aac0194373b90c0583b62fdd216001af86e.jpg,https://public.tableau.com/profile/pamela.germain#!/vizhome/MakeoverMonday2018Week8-2016DrugsMedicineExports/MM2018W8,8,Pamela Germain
tushar-more,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/8/8db01c797b7c3cfb8dafa50f3336e734a04fda94.png,https://data.world/vizwiz,8,Tushar More
tushar-more,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/6/6001ea16b34c9485bd62a1e3e65ed634e5d784f9.png,http://community.powerbi.com/t5/Data-Stories-Gallery/Which-countries-did-contribute-the-most-in-the-export-of-drugs/m-p/362950,8,Tushar More
chanjagg,https://pbs.twimg.com/media/DWb-Lw7VoAAsYHX.jpg:large,https://public.tableau.com/profile/chantilly.jaggernauth#!/vizhome/MedicineDrugExportsAroundtheWorld/MedicineDrugExportsAroundtheWorld,8,Chantilly Jagg
lunarmodule7,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/7/73f688537d2933fb6701e0fead6893bd0ab8f904.jpg,https://public.tableau.com/views/DRUGANDMEDICINEEXPORTSOFTHEWORLD/1?:embed=y&:display_count=yes&publish=yes,8,LM-7
tableauing,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/f/fc7bf03ff9564521061216ea6f4396d0e3491056.jpg,https://public.tableau.com/profile/calloni#!/vizhome/GermanyleadstotaldrugsandmedicineexportsMakeoverMonday/Germanyleadstotaldrugsandmedicineexports,8,Rodrigo Calloni
pablolgomez,https://pbs.twimg.com/media/DWt5BoXXUAAX9qp.jpg:large,https://public.tableau.com/views/SouthAmericaFallingShortasMedicineandDrugsExporter/SouthAmericaExports?:embed=y&:display_count=yes,8,Pablo Gomez
staticum,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/0/0b403dc23c121f2191f576917c98921612364d6d.jpg,https://public.tableau.com/views/SouthAmericanmedicineexports/Dashboard1?:embed=y&:display_count=yes&publish=yes,8,Sebastian
kalbe,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/b/bce534d633d657d932289721b608c7903972c47c.jpg,https://public.tableau.com/profile/heidi.kalbe#!/vizhome/DrugMedicineExports2016/DrugMedicineExports2016,8,Heidi Kalbe
bartpopeda,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/4/4a81642c497efc905c524edb0b67780c2b70628e.png,https://public.tableau.com/profile/bart.popeda#!/vizhome/MakeoverMonday188/Pharmatrade,8,Bart?omiej Pop?da
nilsm,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/b/b41578341aacedf97b824b241099828a0c60dc99.png,https://data.world/vizwiz,8,Nils Macher
naomijball,https://pbs.twimg.com/media/DXJz0zhW0AA-NSI.jpg:large,,8,Naomi Ball
timmapuramreddy,https://pbs.twimg.com/media/DXMSMx6VAAAP2hX.jpg:large,https://public.tableau.com/profile/t.mohan.reddy#!/vizhome/W8MakeOverMondayAnalysis/MedicineExports?publish=yes,8,Mohan Reddy
jeff-stgermaine,,https://stgermaine.smugmug.com/Viz/Viz-Pic/i-wq4Xrwh/A,8,Jeff St.Germaine
charliehtableau,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/7/798ccf73c4fa05b8e52e81cb5fac216586beb1bf.jpg,https://public.tableau.com/profile/charlie.hutcheson#!/vizhome/MMWorldEconomicFreedom/Dashboard2?publish=yes,9,Charlie Hutcheson
vizwiz,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/1/12a73f3253ce144b1785e1cd8f38375c3db31e65.png,http://www.vizwiz.com/2018/02/world-economic-freedom.html,9,Andy Kriebel
wellsanalytics,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/5/5ef5a2068833619341b74b1669c565f7f9105318.jpg,https://public.tableau.com/views/MakeoverMonday-2018W9WorldEconomicFreedom/ImprovingorDecreasingFreedom?:embed=y&:display_count=yes&publish=yes,9,Daniel Wells
joshua-hilbert,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/a/a3689063f0bbc48f18667bf05ac8721b82ff7f6e.png,https://public.tableau.com/profile/joshua.hilbert#!/vizhome/MM2018-9WorldEconomicFreedom/VenezuelaEconomicFreedom,9,Joshua Hilbert
owen-thompson,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/3/370e4529060c2b2eb2033b687db6400a1d6c1c67.png,https://public.tableau.com/views/MakeoverMondayWorldEconomicFreedom/WorldEconomicFreedom?:embed=y&:display_count=yes&publish=yes,9,Owen Thompson
mjurries2,https://pbs.twimg.com/media/DW7HBJnXkAA8iBt.jpg:large,https://goo.gl/STWyoA,9,Mark Jurries II
soarryan,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/a/a948fff9d87a0044244e89b8d1a2f12d97d466c7.png,https://public.tableau.com/profile/ryan5876#!/vizhome/WorldEconomicFreedom_2/Dashboard1?publish=yes,9,Ryan Soares
tableauing,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/9/9fa6ead6c4282486510dcae5d1adc4b70b5794ba.jpg,https://data.world/vizwiz,9,Rodrigo Calloni
vizwiz,,https://data.world/wellsanalytics,9,Andy Kriebel
vizwiz,,https://data.world/joshua-hilbert,9,Andy Kriebel
wellsanalytics,,https://data.world/vizwiz,9,Daniel Wells
charliehtableau,,https://data.world/owen-thompson,9,Charlie Hutcheson
md9845,https://pbs.twimg.com/media/DW8xFl0UQAAbtha.jpg:large,https://goo.gl/ky9Egd,9,Michael DiPalma
lunarmodule7,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/a/ac84fe2689ce0afd2605f85cecd4ce53af7ac935.jpg,https://public.tableau.com/views/GrowthofWorldEconomicFreedom/Dashboard1?:embed=y&:display_count=yes&publish=yes,9,LM-7
danifornication,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/3/38ddeb94d2a873345be27fe884d0a17a12e23032.jpg,https://public.tableau.com/views/WorldEconomicFreedom_3/WEF,9,Daniel Caroli
pouxol,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/7/71ecf0d56238f7018b25a9c714dfb975ddda9dec.png,https://goo.gl/2Chz25,9,Pouya Kholdi Rezaie
jdis,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/8/836f5e9b0276ad7390b88a8e81ce00ac77080964.jpg,http://tabsoft.co/2Fxo8EJ,9,James Storey
declanmullins,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/b/bed3c8cb6ca89eed307774133a9099aba4fbbf31.PNG,https://public.tableau.com/profile/declan.mullins#!/vizhome/WorldEconomicFreedomCountriesAboveandBelowMedian/Dashboard2,9,Declan Mullins
declanmullins,,,9,Declan Mullins
declanmullins,,,9,Declan Mullins
hoskerdu,https://pbs.twimg.com/media/DW9qyuIX4Acigpo.jpg:large,https://public.tableau.com/views/BigGovernmentBigProblems/Dashboard?:embed=y&:display_count=yes&publish=yes,9,David Hoskins
tushar-more,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/9/950de1fb320c8453d66972a8630616d70c7175c7.png,https://data.world/vizwiz,9,Tushar More
owen-thompson,,https://data.world/charliehtableau,9,Owen Thompson
hoskerdu,,https://data.world/owen-thompson,9,David Hoskins
owen-thompson,,https://data.world/hoskerdu,9,Owen Thompson
joshua-hilbert,,https://data.world/vizwiz,9,Joshua Hilbert
vizwiz,,https://data.world/pouxol,9,Andy Kriebel
vizwiz,,https://data.world/declanmullins,9,Andy Kriebel
ruthfrostviz,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/7/7b5a1b3095f460c1dccfdfe732240b2fb8e41ef9.png,https://public.tableau.com/views/MakeoverMonday-VariabilityofGovernmentSize/Dashboard1?:embed=y&:display_count=yes,9,Ruth Frost
kalbe,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/1/1e8d94477dd85bc718f3e3c899231b14afef0eee.jpg,https://public.tableau.com/profile/heidi.kalbe#!/vizhome/EconomicFreedomWorldwide/HowFarestThou,9,Heidi Kalbe
rodyzakovich,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/a/a12122bce6c90dec9798d1f9ba538ce4f21b8af7.png,https://public.tableau.com/views/WorldEconomicFreedomIndicators/WorldEconomicFreedomIndicators?:embed=y&:display_count=yes,9,Rody Zakovich
owen-thompson,,https://data.world/rodyzakovich,9,Owen Thompson
leecarter,https://pbs.twimg.com/media/DW_IuyUXkAARW7y.jpg:large,https://t.co/vmMx35xIKN,9,Lee Carter
smarkham,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/2/2b9fd2aeee952e9790fbf8e0ba0353002d0ee39a.png,https://public.tableau.com/profile/steven.markham#!/vizhome/MakeOverMonday_2018W9_World_Economic_Freedom/Version1,9,Steven John Markham
nilsm,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/0/0060b2bc2bb7d9b800906b547e66b1485be1b2c2.png,https://public.tableau.com/views/MM_CW9/MMCW9?:embed=y&:display_count=yes&publish=yes,9,Nils Macher
markbradbourne,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/5/556b92207a5d0459cb0d9483016496eb126f54bf.jpg,https://public.tableau.com/shared/DQ3PPNP2W?:display_count=yes,9,Mark Bradbourne
kyleyetter,https://pbs.twimg.com/media/DXADCi9VMAAQm9I.jpg:large,http://tabsoft.co/2ETpHeP,9,Kyle Yetter
chithresh,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/5/5c92831113f868669f9db5a447189aa0b5f623d3.jpg,http://olympics.yellowfin.bi/yellowfin/RunReport.i4?reportUUID=aa96a2af-79dc-41a8-b6c0-537a90d4d9ae&primaryOrg=1&clientOrg=1,9,Chithresh
staticum,https://pbs.twimg.com/media/DXAbNZ6WAAAJQQ1.jpg:large,https://public.tableau.com/views/INDEXOFECONOMICFREEDOM/Dashboard1?:embed=y&:display_count=yes&publish=yes,9,Sebastian
peterempey,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/a/a3857bd9728a2c4a3a53f0c2de65b0cbb6246e7b.png,https://public.tableau.com/profile/peter.empey#!/vizhome/week9EconomicFreedomoftheWorld/WorldEconomicFreedom,9,Peter Empey
